idx,season,episode,character,line
11319,s2,16,Marlene Griggs-Knope,The next thing I felt were two very powerful arms whisking me to safety.
11320,s2,16,Marlene Griggs-Knope,"And he looked down at me and he said, ""Are you okay?"""
11321,s2,16,Marlene Griggs-Knope,"And I looked up at him and I said, ""I am now."""
11322,s2,16,Leslie Knope,So they sneak out to meet each other and walk on the beach.
11323,s2,16,Leslie Knope,"And two weeks later, he asked her to marry him and move to Illinois."
11324,s2,16,Leslie Knope,"But her parents thought she was too young, so she said no."
11325,s2,16,Leslie Knope,"And then they lost touch, and a few years later she met my dad."
11326,s2,16,Tom Haverford,I gotta take one of those lifeguard courses.
11327,s2,16,Tom Haverford,Those guys get all the action.
11328,s2,16,Tom Haverford,"Am I right, Justin?"
11329,s2,16,Justin,We gotta find this guy.
11330,s2,16,Leslie Knope,Frank?
11331,s2,16,Leslie Knope,He's probably married or dead.
11332,s2,16,Tom Haverford,What's the difference?
11333,s2,16,Tom Haverford,"Am I right, Justin?"
11334,s2,16,Justin,"Well, at least let me try and find him."
11335,s2,16,Justin,Imagine how much better that story would be if we actually reunited them?
11336,s2,16,Tom Haverford,I think Justin's right.
11337,s2,16,Tom Haverford,You should let him do this.
11338,s2,16,Leslie Knope,Okay.
11339,s2,16,Leslie Knope,Do it.
11340,s2,16,Leslie Knope,"But if you find him and he's weird, like a ventriloquist, or a puppeteer, or anyone who pretends toys are people, then abort the mission."
11341,s2,16,Justin,Absolutely.
11342,s2,16,Tom Haverford,Absolutely.
11343,s2,16,Mark Brendanawicz,"You, you're the best girlfriend ever."
11344,s2,16,Ann Perkins,Aw!
11345,s2,16,Ann Perkins,Happy Valentine's Day.
11346,s2,16,Mark Brendanawicz,"I knew, eventually, somehow, being in a relationship with you would totally pay off."
11347,s2,16,Ann Perkins,I bought him some actual towels.
11348,s2,16,Ann Perkins,He was using a bathrobe.
11349,s2,16,Ann Perkins,"And I bought him some other things that humans usually use, like shampoo."
11350,s2,16,Leslie Knope,"Troops, gather around."
11351,s2,16,Leslie Knope,Great news.
11352,s2,16,Leslie Knope,"The Senior Center Valentine's Dance is tomorrow, from 5:00 to 9:00."
11353,s2,16,Tom Haverford,Are we talking a.m. or p.m.?
11354,s2,16,Tom Haverford,Those people are old.
11355,s2,16,Tom Haverford,"Am I right, Justin?"
11356,s2,16,Tom Haverford,Oh!
11357,s2,16,Tom Haverford,Justin's not here.
11358,s2,16,Leslie Knope,"It isn't just a job, gang, we're gonna learn a lot from these seniors."
11359,s2,16,Leslie Knope,Some of them have been married for half a century.
11360,s2,16,Leslie Knope,"And no offense, but everybody here is terrible at love."
11361,s2,16,Leslie Knope,"Divorced, dating a gay guy, divorced twice, jury's still out on you two."
11362,s2,16,Leslie Knope,"And Jerry, who knows."
11363,s2,16,Jerry Gergich,I've been happily married for 28 years.
11364,s2,16,Jerry Gergich,"You've met my wife, Gayle, many times."
11365,s2,16,Leslie Knope,Whatever.
11366,s2,16,Leslie Knope,"Finally, Ann and Mark are our special volunteers, and they will be available whenever needed."
11367,s2,16,Mark Brendanawicz,I didn't volunteer.
11368,s2,16,Leslie Knope,"Yeah, too bad."
11369,s2,16,Leslie Knope,You got drafted.
11370,s2,16,Leslie Knope,"Ask not what your old people could do for you, ask what you could do for your old people."
11371,s2,16,Tom Haverford,Terminator.
11372,s2,16,Leslie Knope,What?
11373,s2,16,Leslie Knope,"No, JFK."
11374,s2,16,Leslie Knope,This meeting has been terminated.
11375,s2,16,Leslie Knope,That is the Terminator.
11376,s2,16,Ron Swanson,Nice.
11377,s2,16,Leslie Knope,Where am I going?
11378,s2,16,Leslie Knope,"Well, hello there."
11379,s2,16,Wendy,"Well, hey."
11380,s2,16,Wendy,I got your message.
11381,s2,16,Wendy,You wanted to talk?
11382,s2,16,Tom Haverford,"Yes, I do."
11383,s2,16,Wendy,Oh.
11384,s2,16,Tom Haverford,Have a seat.
11385,s2,16,Wendy,Mmm.
11386,s2,16,Tom Haverford,Some champagne?
11387,s2,16,Wendy,"Uh, no, thanks."
11388,s2,16,Tom Haverford,Come on.
11389,s2,16,Tom Haverford,This is Armand de Brignac.
11390,s2,16,Tom Haverford,Jay-Z drinks this.
11391,s2,16,Wendy,"Yeah, well, Jay-Z doesn't have to perform surgery in an hour."
11392,s2,16,Tom Haverford,You don't know Jay-Z's schedule.
11393,s2,16,Tom Haverford,He's a renaissance man.
11394,s2,16,Tom Haverford,"Okay, fine."
11395,s2,16,Tom Haverford,"Well, this is for you."
11396,s2,16,Wendy,Oh!
11397,s2,16,Tom Haverford,"Well, it's almost Valentine's Day, so I thought it would be a good day to tell you that--"
11398,s2,16,Wendy,Okay.
11399,s2,16,Wendy,Let me just stop you right there.
11400,s2,16,Wendy,"Look, Tommy, I just want you to know I'm so grateful for everything you did for me, but I only see us as friends."
11401,s2,16,Tom Haverford,For now.
11402,s2,16,Tom Haverford,But think about how much better our friendship would be if we added doing it.
11403,s2,16,Tom Haverford,"Seriously, I know our marriage was fake, but there's something between us."
11404,s2,16,Tom Haverford,"And I think we should give it a shot, for real."
11405,s2,16,Wendy,I just don't feel that way about you.
11406,s2,16,Wendy,I'm sorry.
11407,s2,16,Andy Dwyer,"Each time I do, Just the thought of you makes me stop before I begin, I've got you, Under my skin."
11408,s2,16,Andy Dwyer,"So, there's that one, I guess."
11409,s2,16,Leslie Knope,All right.
11410,s2,16,Leslie Knope,You guys sound ready for the dance tomorrow.
11411,s2,16,Andy Dwyer,"I don't know about these old fogy songs, Leslie."
11412,s2,16,Andy Dwyer,Why can't we just do our originals?
11413,s2,16,Andy Dwyer,"I just wrote a new song, okay?"
11414,s2,16,Andy Dwyer,"Bottom line, it's called Sex Hair."
11415,s2,16,Andy Dwyer,It's about how you can tell when someone's just had sex 'cause of how their hair gets matted up in the back.
11416,s2,16,Andy Dwyer,It's awesome.
11417,s2,16,Leslie Knope,Think of it this way.
11418,s2,16,Leslie Knope,"These songs are exactly like the songs you usually play, except instead of modern rock, they're old jazzy standards from the '40s."
11419,s2,16,Andy Dwyer,"Okay, yeah."
11420,s2,16,Andy Dwyer,You got a point.
11421,s2,16,Leslie Knope,Yeah.
11422,s2,16,Leslie Knope,You're gonna do great.
11423,s2,16,Andy Dwyer,"All right, guys."
11424,s2,16,Kyle,"Andy, I've been here for half an hour."
11425,s2,16,Kyle,Can I get my shoes shined?
11426,s2,16,Andy Dwyer,"Kyle, I'm gonna lose my [bleep] on you if you ask me one more time."
11427,s2,16,Justin,Found him.
11428,s2,16,Justin,"Frank Beckerson, 63."
11429,s2,16,Justin,"Lives in a little town called Bridgeport, Illinois."
11430,s2,16,Justin,"Divorced, no kids, worked as a lifeguard when he was 20."
11431,s2,16,Leslie Knope,"Ron, I need a half a day off for a secret mission of love."
11432,s2,16,Ron Swanson,You're asking my permission to take a nooner?
11433,s2,16,Leslie Knope,Sure.
11434,s2,16,Leslie Knope,"Well, I don't know."
11435,s2,16,Leslie Knope,Maybe.
11436,s2,16,Leslie Knope,Justin and I need to go on a romantically inspired road trip.
11437,s2,16,Ron Swanson,So it is a nooner?
11438,s2,16,Leslie Knope,"Well, we're planning to leave around noon, so I'm not quite sure--"
11439,s2,16,Justin,"That's-- No, Leslie, that is not a nooner."
11440,s2,16,Justin,I tracked down this old flame of Leslie's mom.
11441,s2,16,Justin,We're gonna go pick him up.
11442,s2,16,Justin,We're gonna reunite them on Valentine's Day.
11443,s2,16,Justin,Is that a great story or what?
11444,s2,16,Ron Swanson,"Yeah, great story indeed."
11445,s2,16,Ron Swanson,Enjoy your half day off.
11446,s2,16,Leslie Knope,Thank you.
11447,s2,16,Justin,Pick you up tomorrow around noon.
11448,s2,16,Leslie Knope,For our nooner.
11449,s2,16,Leslie Knope,Which is a cute word.
11450,s2,16,Ron Swanson,Explain it to her later.
11451,s2,16,Leslie Knope,Explain what?
11452,s2,16,Mark Brendanawicz,Happy Valentine's Day.
11453,s2,16,Mark Brendanawicz,"First off, a bear in a paper bag and a heartshaped balloon."
11454,s2,16,Ann Perkins,I love bears in bags.
11455,s2,16,Mark Brendanawicz,"Well, you will like this, then."
11456,s2,16,Mark Brendanawicz,Because this is a giant teddy bear holding a red heart.
11457,s2,16,Ann Perkins,Aw!
11458,s2,16,Mark Brendanawicz,Festive.
11459,s2,16,Mark Brendanawicz,What's this?
11460,s2,16,Mark Brendanawicz,"Oh, I don't know."
11461,s2,16,Mark Brendanawicz,It's a heart-shaped box of chocolates.
11462,s2,16,Mark Brendanawicz,That's a dozen red roses in a heart-shaped arrangement.
11463,s2,16,Mark Brendanawicz,See that?
11464,s2,16,Mark Brendanawicz,Perfume.
11465,s2,16,Mark Brendanawicz,For the lady.
11466,s2,16,Mark Brendanawicz,Yeah.
11467,s2,16,Ann Perkins,Ooh!
11468,s2,16,Ann Perkins,Ooh!
11469,s2,16,Ann Perkins,"""Yearning, by Dennis Feinstein."""
11470,s2,16,Ann Perkins,Mmm.
11471,s2,16,Ann Perkins,Ooh!
11472,s2,16,Ann Perkins,Dennis.
11473,s2,16,Ann Perkins,"No, no, Dennis."
11474,s2,16,Mark Brendanawicz,"Finally, The Heart of the Ocean."
11475,s2,16,Ann Perkins,Gorgeous.
11476,s2,16,Mark Brendanawicz,I never had a chance to get a girl a cliched Valentine's Day gift before.
11477,s2,16,Mark Brendanawicz,So I got you all of them.
11478,s2,16,Ann Perkins,Thank you.
11479,s2,16,Ann Perkins,That was very sweet.
11480,s2,16,Leslie Knope,Do you think they'll get married?
11481,s2,16,Leslie Knope,"Oh, my God, what if they get married?"
11482,s2,16,Justin,That would be amazing.
11483,s2,16,Leslie Knope,"Would I call him ""Dad"" then?"
11484,s2,16,Justin,Hmm.
11485,s2,16,Leslie Knope,"No, that'd be too much."
11486,s2,16,Leslie Knope,"Maybe I'll call him ""Pappy."""
11487,s2,16,Leslie Knope,Pop?
11488,s2,16,Leslie Knope,Poppy?
11489,s2,16,Leslie Knope,PawPaw?
11490,s2,16,Leslie Knope,Look at me.
11491,s2,16,Leslie Knope,I'm getting ahead of myself.
11492,s2,16,Justin,Hey.
11493,s2,16,Justin,You never know.
11494,s2,16,Leslie Knope,"I'm gonna call him ""PooPaw."""
11495,s2,16,Leslie Knope,How often do you get to reunite soul mates?
11496,s2,16,Leslie Knope,What if I told you that you could reunite Romeo and Juliet?
11497,s2,16,Leslie Knope,Or Brad Pitt and Jennifer Aniston?
11498,s2,16,Leslie Knope,"Oh, Jen."
11499,s2,16,Leslie Knope,I really want you to be happy.
11500,s2,16,Leslie Knope,Stay away from John Mayer.
11501,s2,16,Leslie Knope,I cannot believe I'm gonna meet Frank Beckerson.
11502,s2,16,Leslie Knope,I feel like I've known him my whole life.
11503,s2,16,Leslie Knope,Frank?
11504,s2,16,Frank Beckerson,My God.
11505,s2,16,Frank Beckerson,Marlene.
11506,s2,16,Leslie Knope,"Oh, no."
11507,s2,16,Leslie Knope,PooPaw.
11508,s2,16,Leslie Knope,"PooPaw, no."
11509,s2,16,Leslie Knope,I'm not Marlene.
11510,s2,16,Frank Beckerson,Oh!
11511,s2,16,Frank Beckerson,So sorry.
11512,s2,16,Frank Beckerson,I should really wear my glasses.
11513,s2,16,Frank Beckerson,Come on in.
11514,s2,16,Leslie Knope,"Frank, I was wondering."
11515,s2,16,Leslie Knope,My mom always said that you wanted to be a lawyer.
11516,s2,16,Leslie Knope,Did that work out?
11517,s2,16,Frank Beckerson,No.
11518,s2,16,Frank Beckerson,Never did.
11519,s2,16,Frank Beckerson,Though I did once act as my own lawyer.
11520,s2,16,Frank Beckerson,Oh!
11521,s2,16,Frank Beckerson,I found some old pictures of Marlene and me.
11522,s2,16,Leslie Knope,Look.
11523,s2,16,Leslie Knope,Look how young she is.
11524,s2,16,Justin,These are amazing.
11525,s2,16,Frank Beckerson,Probably shouldn't show you this one.
11526,s2,16,Leslie Knope,"No, thank you."
11527,s2,16,Frank Beckerson,Your mom was such a firecracker.
11528,s2,16,Frank Beckerson,"Smart, funny, sharp as a tack."
11529,s2,16,Frank Beckerson,Such firm breasts.
11530,s2,16,Frank Beckerson,"Oh, that was inappropriate."
11531,s2,16,Frank Beckerson,Wow.
11532,s2,16,Frank Beckerson,"I am just, all of a sudden, so nervous to see her again."
11533,s2,16,Frank Beckerson,I'm gonna throw up real quick and then we can leave.
11534,s2,16,Derek,Hi.
11535,s2,16,April Ludgate,Hi.
11536,s2,16,Derek,Valentine's bash at The Bulge tonight.
11537,s2,16,Derek,We can get you a drink bracelet.
11538,s2,16,April Ludgate,I can't.
11539,s2,16,April Ludgate,I've gotta work at the Senior Center Valentine's Day Dance thing.
11540,s2,16,Ben,That sounds amazing.
11541,s2,16,Ben,Can we come?
11542,s2,16,April Ludgate,I guess.
11543,s2,16,April Ludgate,I don't know why you would want to.
11544,s2,16,Derek,Because old people are funny.
11545,s2,16,Ben,"Yeah, it'll be like The Golden Girls."
11546,s2,16,Derek,I have to go get ready.
11547,s2,16,Leslie Knope,"So, Frank, where have you been for the past 40 years?"
11548,s2,16,Frank Beckerson,Oh!
11549,s2,16,Frank Beckerson,"You know, here and there."
11550,s2,16,Frank Beckerson,You know?
11551,s2,16,Frank Beckerson,"Grenada, for a while."
11552,s2,16,Frank Beckerson,"Then Panama, then Afghanistan."
11553,s2,16,Leslie Knope,So you were in the military?
11554,s2,16,Frank Beckerson,Nope.
11555,s2,16,Frank Beckerson,"You know, I always wonder how different my life would've been if your mother had married me."
11556,s2,16,Frank Beckerson,It would've been better.
11557,s2,16,Frank Beckerson,I'll tell you that much.
11558,s2,16,Leslie Knope,Frank?
11559,s2,16,Leslie Knope,"Frank, are you okay?"
11560,s2,16,Frank Beckerson,I'm fine.
11561,s2,16,Frank Beckerson,I'm good.
11562,s2,16,Frank Beckerson,I am just so nervous to see her.
11563,s2,16,Frank Beckerson,There is nothing to be nervous about.
11564,s2,16,Frank Beckerson,Have you got a bag or something?
11565,s2,16,Leslie Knope,A what?
11566,s2,16,Justin,Do you have a bag?
11567,s2,16,Leslie Knope,I have a purse.
11568,s2,16,Justin,"Well, give him the purse then."
11569,s2,16,Leslie Knope,All right.
11570,s2,16,Andy Dwyer,"You like potato and I like potahto, You like tomato and I like tomahto, Potato, potahto, Tomato, tomahto."
11571,s2,16,Andy Dwyer,Let's call the whole thing off.
11572,s2,16,Andy Dwyer,"Uh I mean, that sucked, didn't it?"
11573,s2,16,Burly,Maybe if you sang it like Louis Armstrong.
11574,s2,16,Andy Dwyer,"Maybe, yeah."
11575,s2,16,Andy Dwyer,"I mean, here's the thing, though."
11576,s2,16,Andy Dwyer,Who is that?
11577,s2,16,Andy Dwyer,My problem is I don't know how to tell if we're doing good.
11578,s2,16,Andy Dwyer,"Because when you play a rock show, it's really easy to know if you're doing great because chicks will flash their boobs at you when you're up onstage."
11579,s2,16,Andy Dwyer,"And you're like, ""Oh!"""
11580,s2,16,Andy Dwyer,"""That must've sounded pretty good."""
11581,s2,16,Andy Dwyer,"If that happens here, my eyes will fall out of my head and I'll die."
11582,s2,16,Leslie Knope,Frank?
11583,s2,16,Leslie Knope,"Frank, are you okay?"
11584,s2,16,Justin,Maybe we should--
11585,s2,16,Leslie Knope,Yeah.
11586,s2,16,Justin,Frank.
11587,s2,16,Leslie Knope,Frank.
11588,s2,16,Justin,Frank.
11589,s2,16,Leslie Knope,Frank.
11590,s2,16,Andy Dwyer,"But I can't see anybody but you, Flip flop."
11591,s2,16,Mark Brendanawicz,"You know, I might be crazy, but I have this weird suspicion that things are going well with us."
11592,s2,16,Ann Perkins,"You know, I have that same suspicion."
11593,s2,16,Mark Brendanawicz,"But you know, having never been in something like this before, I feel the need to ask, how am I doing?"
11594,s2,16,Ann Perkins,Come on.
11595,s2,16,Mark Brendanawicz,"No, I'm sort of serious."
11596,s2,16,Mark Brendanawicz,"All right, fine, forget it."
11597,s2,16,Mark Brendanawicz,"I'm just saying, you know, it seems to me, on paper, that this thing we have is pretty great."
11598,s2,16,Ann Perkins,"Yes, nerd."
11599,s2,16,Ann Perkins,"On paper, this thing we have is pretty great."
11600,s2,16,Ann Perkins,Mark is a great boyfriend.
11601,s2,16,Ann Perkins,I have no complaints at all.
11602,s2,16,Ann Perkins,Everything is good.
11603,s2,16,Leslie Knope,I don't know.
11604,s2,16,Leslie Knope,I don't feel right about this.
11605,s2,16,Justin,Are you kidding me?
11606,s2,16,Justin,This is so much fun.
11607,s2,16,Justin,"Look, we took a road trip today."
11608,s2,16,Justin,We chased your mom's long lost love down a freeway.
11609,s2,16,Leslie Knope,"He's a loon, Justin."
11610,s2,16,Justin,So he freaked out a little bit.
11611,s2,16,Justin,He got nervous.
11612,s2,16,Justin,"I mean, you would, too."
11613,s2,16,Justin,He was fine by the time we got him back inside the car.
11614,s2,16,Leslie Knope,"Yeah, well, he cried himself to sleep."
11615,s2,16,Leslie Knope,"I mean, I don't know why you're pushing."
11616,s2,16,Leslie Knope,Why do you want him to spend time with my mom?
11617,s2,16,Leslie Knope,How would that help her?
11618,s2,16,Leslie Knope,I don't like this.
11619,s2,16,Leslie Knope,I don't think this is gonna work.
11620,s2,16,Leslie Knope,I'm calling this off.
11621,s2,16,Justin,Come on.
11622,s2,16,Justin,"No, no, no."
11623,s2,16,Justin,"Look, we're here."
11624,s2,16,Justin,Let's just see what happens.
11625,s2,16,Leslie Knope,"What happens is, I drive him home."
11626,s2,16,Justin,"Now, look."
11627,s2,16,Justin,You need to breathe.
11628,s2,16,Leslie Knope,I'm breathing.
11629,s2,16,Leslie Knope,Okay?
11630,s2,16,Leslie Knope,Mom.
11631,s2,16,Marlene Griggs-Knope,Oh!
11632,s2,16,Marlene Griggs-Knope,There you are.
11633,s2,16,Marlene Griggs-Knope,"So, what's the big surprise?"
11634,s2,16,Marlene Griggs-Knope,You gonna try to check me into an old folks home?
11635,s2,16,Leslie Knope,It's a long story.
11636,s2,16,Leslie Knope,"One that we'd love to tell you over a cup of coffee, somewhere far from this place."
11637,s2,16,Marlene Griggs-Knope,Frank.
11638,s2,16,Frank Beckerson,"Hello, Marlene."
11639,s2,16,Marlene Griggs-Knope,My gosh.
