Character,Line,Next_Character,Season,Episode,Line_Length,Sentiment
Tom Haverford,It's December. It's the time we celebrate our most sacred and special event: Jerry Dinner,Donna Meagle,5,9,15,Neutral
Donna Meagle,Jerry Dinner,April Ludgate,5,9,2,Neutral
April Ludgate,Jerry Dinner,Andy Dwyer,5,9,2,Neutral
Andy Dwyer,Jerry Dinner,Ann Perkins,5,9,2,Neutral
Ann Perkins,what the hell is Jerry Dinner?,Tom Haverford,5,9,6,Neutral
Tom Haverford,"Every time we laugh at something stupid Jerry does, we put a dollar in this box. At the end of the year, we take all the cash and treat ourselves to a fancy dinner. This year, we have $516.",Jerry Gergich,5,9,39,Positive
Jerry Gergich,"Aw, Geez!",Tom Haverford,5,9,2,Neutral
Tom Haverford,And that's 517.,Jerry Gergich,5,9,3,Neutral
Jerry Gergich,Oh!,Tom Haverford,5,9,1,Neutral
Tom Haverford,518,Ann Perkins,5,9,1,Neutral
Ann Perkins,"You guys, that's so mean.",April Ludgate,5,9,5,Neutral
April Ludgate,It's not mean if he doesn't know about it. It's like talking about people behind their backs. Everybody wins.,Ann Perkins,5,9,19,Neutral
Ann Perkins,No. You should at least invite Jerry to the dinner.,Tom Haverford,5,9,10,Neutral
Tom Haverford,Ha! That's hilarious. You should do standup.,Ann Perkins,5,9,7,Neutral
Ann Perkins,"If you're kidding, you suck, but if you're serious, I actually have been thinking about it. Hey, April, Matlock called. He wants his cardigan back. Boom! I'm out.",April Ludgate,5,9,28,Positive
April Ludgate,Who's Matlock?,Ben Wyatt,5,9,2,Neutral
Ben Wyatt,"Hey, bud.",Chris Traeger,5,9,2,Negative
Chris Traeger,"Hey! How are you? Great. I just finished making an entry in my dream journal. This time, the giant spider got caught in my web. Progress.",Ben Wyatt,5,9,26,Negative
Ben Wyatt,So I feel like we haven't gotten a ton of time together since I got back from D.C.,Chris Traeger,5,9,18,Negative
Chris Traeger,"Well, we both are in serious relationships. You have Leslie and I have my therapist, Dr. Richard Nygard, who I see 15 times a week.",Ben Wyatt,5,9,25,Neutral
Ben Wyatt,"Well, Leslie has plans tonight, so I'm solo. You wanna hang out?",Chris Traeger,5,9,12,Positive
Chris Traeger,I'd love to. it'll be just like old times in Indianapolis. We're back.,Ben Wyatt,5,9,13,Neutral
Ben Wyatt,All right. Lots of hugs.,Ron Swanson,5,9,5,Neutral
Ron Swanson,"Welcome to the Indiana Fine Woodworking Awards, or as I like to call it, heaven.",Leslie Knope,5,9,15,Neutral
Leslie Knope,Ron.,Ron Swanson,5,9,1,Neutral
Ron Swanson,"Ah! Leslie, may I present Diane Lewis?",Diane Lewis,5,9,7,Positive
Diane Lewis,Oh.,Ron Swanson,5,9,1,Neutral
Ron Swanson,"Diane, this is Leslie Knope.",Leslie Knope,5,9,5,Neutral
Leslie Knope,"Diane, wow. Ron has told me so much about you, in that he has told me your name is Diane, and you exist.",Diane Lewis,5,9,23,Neutral
Diane Lewis,"Oh, yeah. He's not a big sharer. I don't even know what his middle name is.",Leslie Knope,5,9,16,Neutral
Leslie Knope,"Oh, it's Ulysses.",Diane Lewis,5,9,3,Neutral
Diane Lewis,I can see why he didn't tell me that.,Ron Swanson,5,9,9,Neutral
Ron Swanson,"Mary, mother of God. That's Christian Becksvoort! He's the modern master of the Shaker style. I never dreamed that I would see him in the flesh.",Diane Lewis,5,9,26,Negative
Diane Lewis,Go over and say hello.,Ron Swanson,5,9,5,Neutral
Ron Swanson,"No, I'm sure he gets swamped with attention all the time. Ooh, if you ladies will excuse me, there is a jack plane that needs my attention.",Diane Lewis,5,9,27,Negative
Diane Lewis,Go on then.,Leslie Knope,5,9,3,Neutral
Leslie Knope,"So tell me everything about yourself: Your kids, your hobbies. What are your five biggest hopes, dreams, fears, and regrets?",Tom Haverford,5,9,20,Neutral
Tom Haverford,"In honor of Jerry Dinner, let's each say our favorite Jerry moment from the past year.",April Ludgate,5,9,16,Neutral
April Ludgate,Yes.,Tom Haverford,5,9,1,Neutral
Tom Haverford,Mine was The time he slipped on a cinnabon and landed in a bunch of garbage.,April Ludgate,5,9,16,Neutral
April Ludgate,My favorite Jerry moment was when he ate a bowl of glue.,Andy Dwyer,5,9,12,Positive
Andy Dwyer,"My favorite Jerry moment is when you switched out his potato soup with glue and he didn't know. You're so cute when you're bullying, babe.",Donna Meagle,5,9,25,Neutral
Donna Meagle,You know what? Ann was right. This is mean. We are going to pick up Jerry.,Tom Haverford,5,9,16,Neutral
Tom Haverford,What?,April Ludgate,5,9,1,Neutral
April Ludgate,No!,Donna Meagle,5,9,1,Neutral
Donna Meagle,It's Christmas time. Don't you want to be good people?,Tom Haverford,5,9,10,Positive
Tom Haverford,Not really.,April Ludgate,5,9,2,Neutral
April Ludgate,Never.,Andy Dwyer,5,9,1,Neutral
Andy Dwyer,"Hey, if we're going that way, can we stop at our place real quick? 'Cause I forgot to put on deodorant. And a jacket and one of my socks. Plus, I gotta poop, but I could stop anywhere for that.",Leslie Knope,5,9,40,Neutral
Leslie Knope,"I know you didn't, but if you had gone to Hogwarts Academy, which House do you think you would have been?",Diane Lewis,5,9,21,Positive
Diane Lewis,"Look, obviously, I want to say Gryffindor But I've got to go with Hufflepuff.",Leslie Knope,5,9,14,Negative
Leslie Knope,I respect your honesty. Gryffindor. Seeker on the Quidditch team.,Ron Swanson,5,9,10,Neutral
Ron Swanson,"Diane, that's my chair, right there.",Diane Lewis,5,9,6,Negative
Diane Lewis,"It's beautiful, Ron. Yours is the winner.",Ron Swanson,5,9,7,Negative
Ron Swanson,I'm not sure I stand a chance.,Diane Lewis,5,9,7,Neutral
Diane Lewis,"Hey, you most certainly do. They'd be crazy not to vote for you.",Leslie Knope,5,9,13,Neutral
Leslie Knope,Which one is Ron's?,Diane Lewis,5,9,4,Negative
Diane Lewis,I don't know.,Leslie Knope,5,9,3,Neutral
Leslie Knope,"Smart, funny, independent, and sexy? Diane Lewis? More like Diane Sawyer.",Donna Meagle,5,9,11,Neutral
Donna Meagle,Whoa! What is going on at the Gergiches?,Andy Dwyer,5,9,8,Neutral
Andy Dwyer,Whoa.,Tom Haverford,5,9,1,Neutral
Tom Haverford,"Oh, my God! Jerry's having a Christmas party! I can't believe he didn't invite us. How dare he! What'd we ever do to him?",Andy Dwyer,5,9,24,Positive
Andy Dwyer,It's probably just family.,April Ludgate,5,9,4,Positive
April Ludgate,And Ben and Chris.,Andy Dwyer,5,9,4,Negative
Andy Dwyer,And Ann. I didn't even know she knew Jerry.,Ben Wyatt,5,9,9,Neutral
Ben Wyatt,Wow. The Gergiches really go all out. This is incredible.,Chris Traeger,5,9,10,Positive
Chris Traeger,Mmm! This is literally the best nonfat eggnog I've ever had.,Ben Wyatt,5,9,11,Positive
Ben Wyatt,"Remain calm, but I think you just drank some of the regular, full fat eggnog. Chris, one cup won't kill you.",Chris Traeger,5,9,21,Neutral
Chris Traeger,"No, but it will add exactly 440 calories. But you know what? I'm fine. You only live once. Mmm! I don't know if you know this, but things with fat in them taste way better than things with no fat.",Ben Wyatt,5,9,40,Neutral
Ben Wyatt,"Yeah, Chris everybody knows that.",Leslie Knope,5,9,5,Neutral
Leslie Knope,"Ron, guess why my thumbs are up.",Ron Swanson,5,9,7,Neutral
Ron Swanson,No.,Leslie Knope,5,9,1,Neutral
Leslie Knope,"Because I'm giving you my 100% approval about Diane. She is perfect for you. She gets you. She is at the bar right now ordering a Lagavulin, neat for you. I mean, she's even putting up with all this stupid, boring woodworking stuff. I'm sorry, but, you know, it's not the Super Bowl, guys. Let's take it down a notch. Anyway, you have my approval.",Ron Swanson,5,9,65,Neutral
Ron Swanson,I don't need your approval.,Leslie Knope,5,9,5,Neutral
Leslie Knope,But you have it.,Ron Swanson,5,9,4,Neutral
Ron Swanson,Don't need it.,Leslie Knope,5,9,3,Neutral
Leslie Knope,"But you got it. This could end up being the best night in Ron Swanson's life. I am so, so happy for him",Tammy 2,5,9,23,Neutral
Tammy 2,"Hello, you gorgeous craftsmen. Wow, look at this room. So much wood, ready to be worked.",Leslie Knope,5,9,16,Positive
Leslie Knope,"[Bleep] me! Alert alert, alert, alert.",Ron Swanson,5,9,6,Positive
Ron Swanson,"She's here, isn't she?",Tammy 2,5,9,4,Neutral
Tammy 2,"Oh, hey, Ron. What a coincidence. Gosh, I never dreamed you'd be here.",Ron Swanson,5,9,13,Neutral
Ron Swanson,"Tammy, this is Diane. Diane, this is a piece of human garbage named Tammy, who is also my exwife.",Tammy 2,5,9,19,Neutral
Tammy 2,Twice exwife. We were married twice.,Leslie Knope,5,9,6,Neutral
Leslie Knope,"And divorced twice. Everything is done. They are totally done. Tammy, what are you doing here?",Tammy 2,5,9,16,Neutral
Tammy 2,"Oh, I just have a little something I need to get drilled.",Leslie Knope,5,9,12,Neutral
Leslie Knope,"Can I speak with you for a moment? Everything's fine, we're just gonna chat. Shouldn't you be at the library, forcing people to borrow books?",Tammy 2,5,9,25,Positive
Tammy 2,"Leslie, you and I both know that the library closes at 3:00 p.m.",Leslie Knope,5,9,13,Positive
Leslie Knope,Of course it does.,Tammy 2,5,9,4,Neutral
Tammy 2,"Besides, I like to keep tabs on Ron.",Leslie Knope,5,9,8,Positive
Leslie Knope,So you can ruin his life?,Tammy 2,5,9,6,Neutral
Tammy 2,"So I can have fun with him, and sometimes ruining his life can be a part of that, sure.",Leslie Knope,5,9,19,Neutral
Leslie Knope,"This may be the hardest challenge yet for Leslie Knope, emotional guardian. I need to protect a sweet couple from a sex crazed demon librarian who makes me question my stance on using the ""B"" word. I don't know, maybe just this once. No, Leslie, fight it. Fight it.",April Ludgate,5,9,49,Negative
April Ludgate,It looks warm in there! Warm and happy.,Donna Meagle,5,9,8,Positive
Donna Meagle,"Mm, look at that gingerbread man.",Tom Haverford,5,9,6,Neutral
Tom Haverford,What? I don't see any gingerbread cookies.,Donna Meagle,5,9,7,Neutral
Donna Meagle,"I'm talking about that jackedup, light skinned dude. Look like Blake Griffin.",Andy Dwyer,5,9,12,Positive
Andy Dwyer,You guys! There's a buffet in the house! I didn't even know you could do that!,Tom Haverford,5,9,16,Neutral
Tom Haverford,"We need to crash this party. Ann, let us in. Let's go.",Ann Perkins,5,9,12,Neutral
Ann Perkins,"Well, well, well. You want to come into Jerry's party? And why is that?",April Ludgate,5,9,14,Negative
April Ludgate,"I need a place to deliver this baby, Ann. It's coming out of me right now. I'm pregnant.",Ann Perkins,5,9,18,Neutral
Ann Perkins,This is a lovely party thrown by a lovely man and his lovely family. There's no place for meanies.,April Ludgate,5,9,19,Neutral
April Ludgate,"Aw, forget it, I'm coming in. Ow! Get off me.",Ann Perkins,5,9,10,Neutral
Ann Perkins,"Wait. You're so weak, really? I mean, I'm barely even doing anything. Are you iron deficient? Let me look at your palm.",April Ludgate,5,9,22,Neutral
April Ludgate,"Ow. It's because of your man strength, Man Perkins.",Tom Haverford,5,9,9,Neutral
Tom Haverford,"Let us in, Ann. It's cold outside, and I can't wear mittens 'cause they're unflattering to my hands.",Ann Perkins,5,9,18,Neutral
Ann Perkins,"Sorry, guys. This is your penance. You can come in if you do something nice for Jerry.",Donna Meagle,5,9,17,Neutral
Donna Meagle,"Hey, I already did something nice for Jerry. I drove here to take him to Jerry Dinner.",Ann Perkins,5,9,17,Neutral
Ann Perkins,"Oh, Donna. You can come in.",Donna Meagle,5,9,6,Neutral
Donna Meagle,Okay.,Andy Dwyer,5,9,1,Neutral
Andy Dwyer,What? What about us?,Tom Haverford,5,9,4,Neutral
Tom Haverford,What?,April Ludgate,5,9,1,Neutral
April Ludgate,Donna!,Donna Meagle,5,9,1,Neutral
Donna Meagle,"Merry critches, bitches!",Tom Haverford,5,9,3,Neutral
Tom Haverford,"Donna, don't leave us!",Andy Dwyer,5,9,4,Neutral
Andy Dwyer,"Donna? Oh, well, whatever. It's Jerry's party. How cool could it be? Santa! They have a Santa!",April Ludgate,5,9,17,Neutral
April Ludgate,"Oh, my God.",Tom Haverford,5,9,3,Neutral
Tom Haverford,What?,Andy Dwyer,5,9,1,Neutral
Andy Dwyer,Aw!,Extra,5,9,1,Neutral
Extra,"Welcome to the Indiana Fine Woodworking Association Awards. I'm your host, Martin Housely, and wow, it's gonna be a great show knock on wood.",Leslie Knope,5,9,24,Neutral
Leslie Knope,That's good.,Tammy 2,5,9,2,Neutral
Tammy 2,"Oh, my gosh. What a coinkydinky. Look, we're sitting at the same table!",Leslie Knope,5,9,13,Neutral
Leslie Knope,"Tammy, this table is reserved.",Tammy 2,5,9,5,Neutral
Tammy 2,"A guy traded me his seat for a peek and a squeeze. That's my boob and my butt, respectively. Remember that, Ron?",Diane Lewis,5,9,22,Negative
Diane Lewis,Subtle.,Extra,5,9,1,Neutral
Extra,"Well, you know, they asked me if I would host this event, and I said, ""Would I?""",Chris Traeger,5,9,17,Negative
Chris Traeger,"Ben, come meet Jerry's wife. Gayle?",Gayle Gergich,5,9,6,Positive
Gayle Gergich,"Happy holidays, Chris.",Chris Traeger,5,9,3,Neutral
Chris Traeger,It's so good to see you. I have someone I'd like you to meet.,Gayle Gergich,5,9,14,Neutral
Gayle Gergich,I'm Gayle Gergich.,Ben Wyatt,5,9,3,Neutral
Ben Wyatt,Gayle you're Gayle? Jerry's beautiful wife Oh. Who looks like that.,Chris Traeger,5,9,11,Neutral
Chris Traeger,"Gayle, I hope you're not in any way uncomfortable that I'm here, since I dated your daughter.",Gayle Gergich,5,9,17,Neutral
Gayle Gergich,"Oh, not at all. You're welcome here any time. Oops, there's a little hair on your shoulder.",Chris Traeger,5,9,17,Negative
Chris Traeger,Oh.,Gayle Gergich,5,9,1,Neutral
Gayle Gergich,"Well, look who's a silver fox.",Chris Traeger,5,9,6,Neutral
Chris Traeger,Will you look at that?,Ben Wyatt,5,9,5,Neutral
Ben Wyatt,"I'm sorry, you're okay? You don't feel like your body is in decay or death is inevitable?",Gayle Gergich,5,9,17,Negative
Gayle Gergich,"My, my. Somebody's being a gloomy goose.",Chris Traeger,5,9,7,Neutral
Chris Traeger,"Yeah. Relax, gloomy goose.",Gayle Gergich,5,9,4,Neutral
Gayle Gergich,"Welcome, everybody, to another Gergich Christmas.",Jerry Gergich,5,9,6,Neutral
Jerry Gergich,"Sadly, one of our three beautiful angels, Millicent, couldn't be here tonight, but our other two beauties Miriam and Gladys are going to help Gayle and me play a little tune. Here we go acaroling, among the leaves so green",Gayle Gergich,5,9,40,Negative
Gayle Gergich,"here we come awandering, so fair to be seen",Miriam Gergich,5,9,9,Neutral
Miriam Gergich,love and joy come to you,Gladys Gergich,5,9,6,Neutral
Gladys Gergich,and to you glad Christmas too,Jerry Gergich,5,9,6,Positive
Jerry Gergich,and God bless you and send you a happy new year and God send you a happy new year,April Ludgate,5,9,19,Negative
April Ludgate,I'm going to call a cab.,Tom Haverford,5,9,6,Negative
Tom Haverford,Why does everyone act like Jerry's the victim here? He's the one that didn't invite us to his Christmas party. Jerry Filter!,April Ludgate,5,9,22,Positive
April Ludgate,Jerry Filter!,Andy Dwyer,5,9,2,Neutral
Andy Dwyer,Who's Jerry Filter?,Tom Haverford,5,9,3,Neutral
Tom Haverford,"Unsurprisingly, Jerry sends a lot of annoying emails. So a while ago, I put a filter on all our accounts. Everything from Jerry goes directly to spam. and Here's our invitation.",April Ludgate,5,9,31,Negative
April Ludgate,"There's three years of nice messages on here. ""Congratulations on your wedding."" I'm rooting for you kids. Jerry.",Tom Haverford,5,9,18,Neutral
Tom Haverford,"""Hope you have the best birthday, Tom.""",Andy Dwyer,5,9,7,Neutral
Andy Dwyer,I just tied my high score in Snake.,Extra,5,9,8,Neutral
Extra,"Our next award is for ""Achievement in Chairs."" The nominees are: Asa Christiana for chair, Ron Swanson for chair, H.W. Davenport for chair.",Tammy 2,5,9,23,Negative
Tammy 2,"So exciting, Ron.",Leslie Knope,5,9,3,Neutral
Leslie Knope,"Okay, Ron, this is your moment. Tune her out. She's not even here.",Extra,5,9,13,Neutral
